症状,草药
[125],"[196, 492, 605]"
"[171, 246, 346]","[196, 211, 256, 426, 429, 490, 525, 546, 597, 604, 691]"
"[241, 363]","[193, 196, 438, 604, 605, 606, 633]"
[363],"[196, 203, 438, 605, 633, 677]"
"[346, 363]","[196, 425, 441, 456, 546, 574, 597, 604, 605, 655, 659, 666, 677, 769]"
"[174, 202, 241, 306, 308, 348]","[196, 633, 657, 666]"
[344],"[184, 196, 210, 438, 552, 604, 605, 640, 655, 671, 677]"
[306],"[196, 605]"
[346],"[36, 196, 239, 266, 425, 430, 441, 490, 492, 524, 544, 568, 666, 677]"
[363],"[196, 605, 611, 638, 655]"
[241],"[437, 442, 444, 467, 546, 574]"
"[174, 202, 241, 306, 308, 348]","[196, 633, 657, 666]"
"[306, 363]","[196, 605, 659]"
[306],"[196, 427, 444, 597, 605, 659, 677]"
[306],"[196, 438, 477, 546, 603, 633, 655, 666, 729]"
[222],"[196, 477, 633]"
[266],"[196, 438, 633, 657, 659, 666]"
[135],"[196, 597, 605, 659, 677, 769]"
[254],"[196, 433, 434, 438, 508, 633, 659, 666]"
[348],"[196, 197, 429, 441, 597, 605, 659, 708, 711]"
[363],"[196, 208, 425, 427, 434, 437, 552, 659, 666]"
"[306, 363]","[196, 605, 659]"
[202],"[196, 605]"
[306],"[196, 438, 477, 546, 603, 633, 655, 666, 729]"
[222],"[196, 438, 605, 633, 655, 666]"
[241],"[196, 441, 604]"
[266],"[158, 196, 438, 490]"
[363],"[196, 519, 527, 528, 597, 605, 659, 677, 729, 742, 769]"
[367],"[196, 597, 677, 699]"
"[306, 348]","[196, 604]"
[314],"[196, 604, 633, 657, 666]"
"[178, 338]","[519, 520, 640, 655, 658, 659, 677]"
[110],"[125, 395, 427, 517, 677, 705, 710]"
[262],"[179, 233, 292, 490, 622, 641, 723, 758]"
[266],[622]
[175],"[203, 475, 478, 496, 508, 522, 799]"
[88],"[215, 441, 467, 575, 705, 729, 732, 748]"
[363],"[633, 647, 679, 716, 744]"
[363],"[577, 768]"
[363],"[196, 477, 490, 589, 768]"
[86],"[85, 255, 490, 519, 525, 527, 528, 529, 604, 677, 768]"
[54],"[475, 641, 768]"
[236],"[110, 323, 566, 596, 641, 677]"
[363],"[309, 655, 677, 729, 768, 769]"
[363],"[129, 272, 301, 323, 517, 677, 710]"
[153],"[131, 323, 425, 444, 477, 504, 518, 571, 670, 677]"
[314],"[323, 525, 675]"
[266],"[323, 641, 677, 729, 755]"
[363],"[196, 519, 546, 574, 605, 659, 666, 677, 768, 769]"
[376],"[85, 104, 323, 641, 677, 705]"
[153],"[131, 323, 425, 444, 477, 504, 518, 571, 670, 677]"
"[130, 290, 376]","[323, 519, 729]"
[363],"[196, 519, 546, 574, 605, 659, 666, 677, 768, 769]"
[266],"[309, 516, 641, 677, 729, 768]"
"[71, 147]","[85, 477, 516, 519, 525, 527, 528, 590, 641, 677, 729, 755, 768]"
[367],"[425, 516, 519, 552, 571, 574, 590, 641, 651, 659, 677, 729, 768]"
[222],"[133, 519, 729, 768]"
"[14, 274, 348]","[447, 460, 519, 527, 528, 549, 574, 641, 729, 763, 768]"
[314],"[323, 655]"
[282],"[140, 296, 323, 427, 430, 457, 535, 571, 574, 597, 677, 699, 729, 742, 759, 769]"
[166],"[323, 596]"
[363],"[323, 477, 546, 655, 666, 677, 769]"
[312],[696]
"[57, 208, 236, 259, 349]","[85, 323, 442, 498, 520, 523, 526, 529, 659, 677, 718, 769]"
[282],"[140, 296, 323, 427, 430, 457, 535, 571, 574, 597, 677, 699, 729, 742, 759, 769]"
[114],"[203, 653]"
[312],[696]
"[208, 367]","[55, 425, 519, 527, 528, 546, 605, 653, 699, 729]"
[231],"[210, 467, 541, 546, 549, 574, 597, 604, 605, 640, 652, 653, 659, 677, 705, 729, 748]"
[262],"[653, 763]"
[130],"[211, 212, 262, 468, 525, 625, 652, 653, 671, 675, 691]"
[114],"[203, 653]"
[165],"[596, 604, 605, 653, 655]"
[274],"[159, 184, 327, 430, 467, 511, 571, 574, 575, 653, 659, 677]"
"[208, 348]","[427, 653, 655]"
[231],"[605, 652, 653, 705]"
[208],"[207, 555, 653, 654, 655]"
[208],[653]
[210],"[653, 775]"
"[231, 294]","[653, 678]"
"[208, 348]","[427, 653, 655]"
[272],"[425, 438, 547, 574, 605, 633, 653, 659]"
[274],"[467, 626, 652, 653]"
[208],"[48, 425, 444, 456, 653, 659, 695]"
[208],"[207, 546, 653, 670]"
[208],"[109, 218, 230, 437, 640, 652, 653, 659]"
"[208, 290]","[425, 446, 552, 571, 653, 659, 777]"
[382],"[109, 574, 652, 653]"
[382],"[109, 574, 653]"
[266],"[212, 546, 652, 653, 655, 659, 666, 677]"
"[57, 236, 276]","[212, 511, 514, 546, 652, 653, 659, 666, 675, 677]"
[208],"[203, 207, 653]"
[274],"[604, 653, 659, 666, 711]"
"[102, 266]","[218, 276, 546, 652, 653, 659]"
"[208, 257, 276, 376]","[207, 653]"
[199],"[463, 604, 653]"
[262],"[653, 758]"
"[79, 262]","[653, 659]"
[208],"[427, 653, 655]"
[208],"[203, 207, 653]"
[338],[653]
[376],"[207, 653, 655, 659]"
[208],"[207, 424, 653, 666, 677, 711]"
"[14, 323]","[441, 605, 757, 775, 784]"
"[208, 267, 276, 349, 376]","[207, 653]"
[376],"[427, 437, 655]"
[335],"[463, 653]"
[207],"[427, 653, 655]"
[208],"[207, 424, 653, 666, 677, 711]"
"[276, 297]","[196, 438, 444, 446, 546, 574, 597, 604, 605, 666, 677, 729, 768]"
"[14, 323]","[441, 605, 757, 775, 784]"
[376],"[180, 323, 387, 523, 640, 666, 677]"
[314],"[264, 323, 519, 527, 528, 546, 659, 666, 729]"
"[208, 282, 344, 354]","[85, 211, 212, 323, 423, 429, 436, 477, 490, 525, 544, 546, 604, 605, 611, 641, 652, 655, 666, 675, 677, 691, 705, 708]"
[293],"[427, 653, 655]"
[314],"[264, 323, 519, 527, 528, 546, 659, 666, 729]"
[246],"[653, 729]"
[80],"[610, 653]"
[376],"[207, 653, 655, 659, 682]"
[269],"[699, 784]"
[244],"[272, 430, 437, 442, 492, 507, 517, 524, 529, 543, 638, 677, 718, 723, 769]"
[244],"[272, 430, 437, 442, 492, 507, 517, 524, 529, 543, 638, 677, 718, 723, 769]"
"[306, 357]","[442, 467, 477, 490, 492, 504, 507, 574, 575, 677, 718, 729]"
"[164, 276]","[546, 653, 655, 659, 666, 682]"
[312],[103]
[14],"[628, 657, 699, 801]"
"[306, 357]","[442, 467, 477, 490, 492, 504, 507, 574, 575, 677, 718, 729]"
[306],"[467, 477, 478, 490, 494, 498, 504, 718, 729]"
[126],"[434, 436, 438, 439, 442, 504, 507, 574, 655, 659]"
"[80, 222]","[442, 504, 547]"
[313],"[109, 425, 543, 544, 546, 555, 640, 781]"
[88],"[434, 436, 437, 438, 439, 442, 477, 490, 492, 498, 504, 507, 517, 546, 547, 574, 641, 659]"
[207],"[441, 444, 546, 604, 638, 655, 659, 666]"
"[222, 283]","[477, 574, 654, 729, 730, 745]"
[305],"[293, 427]"
[80],"[109, 517, 544, 547, 640, 655, 659, 677]"
[363],"[132, 548, 549, 574, 641, 677]"
[253],"[425, 443, 449, 467, 532, 547, 548, 554, 574, 659, 758]"
"[253, 274]","[425, 442, 547, 554, 574, 659, 758]"
"[185, 246]","[436, 437, 438, 442, 507, 544, 545, 546, 548, 655, 659]"
[246],"[433, 437, 438, 442, 546, 547, 640, 655, 666]"
[313],"[109, 425, 543, 545, 546, 555, 703, 781]"
"[133, 290]","[130, 386, 503, 543, 742, 749]"
[312],"[475, 547, 563]"
[312],"[66, 103, 475, 701, 787]"
[389],"[139, 215, 475, 478, 563, 568, 654, 729]"
[81],"[179, 180, 437, 525, 539, 577, 593, 659, 675, 677]"
"[149, 227]","[109, 544, 547, 574]"
"[306, 308, 367]","[441, 443, 507]"
"[237, 306]","[434, 438, 441, 442, 444, 467, 490, 494, 504, 507, 537, 546, 655, 659]"
[266],"[196, 659, 666]"
[110],"[233, 641]"
[314],[233]
[363],"[233, 546]"
"[236, 246]","[233, 525, 596]"
[330],"[233, 442, 492, 633, 657, 659]"
[262],[233]
[242],"[27, 28, 109, 233, 256, 272, 387, 525, 597, 649, 655, 675, 703]"
[207],"[425, 441, 492, 640, 659, 666]"
[314],[655]
[319],"[568, 654]"
[253],"[46, 564, 700]"
"[208, 367]","[425, 446, 517, 677]"
"[185, 246]","[436, 437, 438, 442, 507, 544, 545, 546, 548, 655, 659]"
[338],"[101, 517, 677]"
"[120, 214, 306, 383]",[482]
[369],"[37, 564]"
"[149, 227]","[109, 544, 547, 574]"
[262],[758]
[348],"[37, 46, 441, 589, 633]"
"[110, 217, 308, 348, 367, 389]","[158, 179, 441, 463, 700, 772, 777]"
[286],[699]
[29],[504]
"[271, 275]","[50, 103, 416]"
[299],"[50, 699]"
[262],"[233, 459, 462, 472, 475]"
[369],"[46, 441, 568]"
[168],[448]
[367],"[462, 645, 659, 699]"
[367],"[276, 286, 301, 456, 462, 597, 605, 659, 677, 699]"
[367],"[48, 462, 699]"
[367],[462]
[262],"[153, 415, 462, 475, 557, 568, 700, 718, 797]"
[262],"[46, 233, 441, 462, 557, 570, 604, 700, 761]"
[262],"[233, 462, 472, 475, 499, 570, 758]"
[367],"[99, 462, 699, 799]"
[262],"[462, 472, 475, 700, 710]"
[348],"[462, 596]"
[80],"[50, 555]"
[309],"[462, 463, 483, 597]"
[253],"[46, 564, 700]"
[367],"[46, 441, 462, 699]"
"[106, 290]",[462]
[330],"[65, 99, 208, 477, 478, 490, 492, 508, 605, 606, 699, 784]"
[325],"[430, 597]"
"[73, 206]",[729]
[110],"[275, 427, 430, 462, 504, 555, 577, 699, 729]"
[175],"[472, 475, 511, 522, 523, 654, 791, 792]"
[348],"[429, 517, 597, 659, 677, 700, 705]"
[348],"[292, 517, 597, 659, 700, 708]"
[348],"[239, 292, 517, 597, 659, 677, 700, 708]"
"[236, 305]","[239, 655]"
"[185, 376]","[212, 276, 442, 575, 655, 659, 666, 677]"
[211],"[99, 517, 519, 611, 666, 677, 729, 769]"
[193],[611]
"[308, 348]","[468, 604, 605]"
[306],"[508, 546, 604]"
[135],[633]
[389],"[649, 659, 670, 677, 688, 769]"
[338],"[517, 605, 611, 641, 659, 677]"
"[214, 241, 295]","[79, 196, 436, 437, 439, 441, 442, 449, 450, 467, 490, 492, 507, 517, 546, 605, 655, 742]"
[363],"[504, 507, 638, 655, 718, 723]"
[308],"[341, 604, 657, 659, 666]"
[28],"[212, 409, 427, 444, 597, 729]"
"[312, 314, 385]","[255, 272, 275, 276, 387, 478, 525, 553, 555, 640, 691, 763]"
[262],"[575, 699]"
[308],"[36, 496, 508, 604, 659]"
"[29, 72, 99, 127, 156, 207]","[253, 407, 441, 468, 605, 611, 729]"
"[193, 299, 328]","[525, 666, 688, 710, 763]"
[306],"[441, 508, 633, 659, 723]"
[156],"[73, 138, 209, 444, 449, 695, 703, 799]"
[222],"[434, 436, 478, 490, 508, 659]"
"[262, 389]","[430, 438, 478, 490, 514, 554, 633, 659, 666, 763, 777]"
[95],"[441, 478, 486, 490, 498, 503, 597]"
"[14, 246, 367]",[223]
[274],"[159, 160, 208, 436, 478, 490, 508]"
"[246, 367]","[425, 477, 478, 490, 552, 593, 604, 691]"
[363],"[475, 478, 490, 523, 792]"
"[27, 214, 286, 306, 308, 315, 328]","[425, 438, 442, 444, 449, 477, 478, 490, 492, 494, 507, 517, 537, 605, 637, 638, 655]"
[193],"[226, 478, 546, 666]"
[306],"[34, 196, 197, 438, 477, 478, 490, 546, 604, 633, 655, 677, 723]"
[306],"[434, 436, 441, 442, 477, 478, 490, 492, 501, 524, 605, 621, 625, 718, 723, 784]"
[236],"[34, 193, 208, 212, 262, 434, 438, 478, 490, 546, 604, 655, 666, 691]"
"[348, 357]","[37, 253, 262, 263, 427, 478, 485, 490, 525, 604, 677]"
[286],"[196, 197, 468, 477, 478, 490, 508, 523, 530, 606, 784]"
[319],"[96, 208, 478, 490, 508, 522, 699, 784]"
[253],"[425, 427, 429, 444, 446, 467, 504, 517, 557, 568, 659, 700]"
[274],"[387, 425, 426, 429, 444, 446, 504, 517, 546, 557, 659, 666]"
"[276, 376]","[267, 429, 490, 519, 525, 593, 604, 677]"
[305],"[429, 522, 563, 659, 705, 729]"
[369],"[37, 426, 427, 429, 468, 546, 568, 666]"
[389],"[427, 429, 468, 490, 546, 654, 666]"
[369],"[37, 194, 415, 427, 429, 434, 472, 475, 481, 490, 517, 538, 546, 557, 568, 573, 604, 666, 711]"
"[369, 389]","[426, 427, 429, 468, 475, 517, 546, 557, 563, 666, 730]"
"[94, 135, 363]","[208, 436, 463, 490, 596, 652]"
[94],"[159, 196, 197, 203, 467, 514]"
[363],"[36, 197, 203, 208, 605]"
[269],"[196, 208, 490, 546, 604, 652]"
[367],"[444, 547, 621, 659]"
[269],"[490, 508, 605, 611, 621]"
[193],"[212, 659, 699, 711]"
[94],"[36, 85, 605]"
[219],"[443, 507, 621, 699, 730]"
[290],[490]
"[269, 271, 363]","[605, 621]"
[253],"[37, 46, 415, 568, 605, 654, 730]"
[313],"[104, 545, 546]"
[309],"[462, 463, 483, 597]"
"[237, 322, 363]","[34, 101, 117, 281, 387, 436, 438, 448, 490, 504, 529, 543, 705]"
[335],"[203, 210]"
[80],"[49, 426, 427, 428, 430, 571, 659]"
[199],"[463, 604]"
[283],"[147, 775]"
[367],"[212, 440, 462, 659, 699]"
[123],"[421, 475, 600]"
[309],"[208, 296, 434, 475, 477, 483, 490, 507, 508, 677, 705]"
[309],"[36, 296, 477, 478, 483, 490, 522, 546, 659]"
[367],"[55, 777]"
"[29, 308]","[63, 369, 467, 475, 574, 575, 577, 659, 729, 761]"
[367],"[286, 659, 699, 705]"
[367],"[286, 456, 645, 659, 699]"
[262],"[293, 462]"
[260],"[416, 462, 463, 475, 654, 659]"
[367],"[276, 605, 645, 659, 699]"
[119],[633]
[283],"[275, 430, 447, 503, 571, 659, 729, 763]"
[367],"[133, 212, 276, 462, 537, 659]"
[193],"[537, 613]"
"[286, 363]","[436, 508, 638, 659]"
"[73, 206]",[729]
[110],"[436, 636, 655]"
"[306, 308, 363]","[439, 604, 659]"
[175],"[472, 475, 511, 522, 523, 654, 791, 792]"
[363],"[422, 438, 478, 498, 546, 633, 655, 666, 691]"
[271],"[150, 478, 522, 652, 659, 666]"
"[14, 276, 367]","[442, 475, 478, 498, 507, 544, 546]"
[241],"[196, 208, 477, 478, 485, 490, 508, 745]"
"[241, 286]","[34, 36, 196, 197, 424, 436, 438, 441, 478, 490, 507, 605, 611, 633, 655, 718, 723]"
[241],"[498, 507, 705]"
[376],"[147, 264, 468, 604, 605, 659, 775]"
[348],"[37, 427, 429, 444, 462, 504, 555]"
[236],"[151, 276, 429, 490, 504, 555, 703, 729]"
[193],"[131, 429, 477, 490, 729]"
[314],"[180, 262, 429, 525, 604, 605, 670]"
[312],"[427, 429, 547, 596, 763]"
[369],"[426, 427, 429, 468, 475, 546, 666]"
"[217, 252, 274, 389]","[426, 427, 429, 517, 546, 557, 563, 568, 666, 700]"
[369],"[426, 427, 429, 468, 475, 490, 546, 563, 611, 666]"
[211],"[427, 429, 517, 546, 557, 655, 666, 710]"
"[135, 211, 369]","[426, 429, 468, 475, 508, 546, 557, 666, 730]"
[338],"[517, 605, 611, 641, 659, 677]"
"[349, 367]","[387, 426, 429, 444, 446, 517, 557, 655, 659, 666, 700]"
[94],"[208, 442, 490, 546, 621, 655, 659, 666]"
"[237, 322, 363]","[34, 101, 117, 281, 387, 436, 438, 448, 490, 504, 529, 543, 705]"
[367],"[276, 441, 477, 492, 621, 659]"
[211],"[230, 253, 256, 275, 525, 529, 611, 691]"
[244],"[256, 387, 504, 525]"
"[14, 244]","[577, 666, 742, 781]"
[309],"[208, 296, 434, 475, 477, 483, 490, 507, 508, 677, 705]"
[348],[389]
[269],"[208, 438, 485, 504, 508, 633, 655]"
[348],"[239, 425, 438, 441, 442, 449, 574, 636, 666, 729]"
[352],"[438, 485, 490, 508, 535, 547, 563, 589, 611, 652, 677]"
[314],"[425, 429, 430, 479, 527, 563, 588, 589, 659]"
"[245, 338]","[147, 415, 424, 573, 711]"
[308],"[293, 758, 775]"
[348],"[223, 278, 426, 427, 428, 429, 430, 438, 441, 443, 444, 449, 477, 490, 492, 508, 517, 546, 593, 610, 637, 638, 682, 700, 710]"
[14],"[272, 275, 640, 677]"
[295],"[640, 677]"
[241],"[89, 209, 429, 517, 546, 611, 666, 677]"
[308],"[425, 546, 640, 659, 677, 763]"
"[46, 174]","[28, 389, 423, 638, 703]"
[247],"[58, 640, 659, 677]"
[306],"[47, 48, 99, 120, 141, 366, 436, 478, 482, 490, 498, 507, 508, 558, 604, 677]"
[306],"[229, 478]"
"[241, 266, 357]","[70, 425, 498, 503, 518, 574, 645]"
"[241, 295]","[48, 79, 436, 438, 449, 477, 478, 481, 490, 492, 504, 507, 508, 517, 558, 640, 659, 718, 723]"
"[247, 286, 383]","[85, 401, 490, 507, 519, 520, 524, 677, 718, 723]"
[206],"[467, 504, 514, 584, 772]"
[206],"[96, 467, 626]"
[27],[467]
[222],"[129, 323, 519, 533]"
[130],"[58, 519, 729]"
[363],"[568, 705, 729]"
[94],"[626, 659]"
[94],"[504, 513, 659, 710, 772]"
[363],"[504, 626, 659, 704, 772]"
"[217, 252, 274, 389]",[159]
[369],"[426, 427, 429, 468, 475, 490, 546, 563, 611, 666]"
[160],"[208, 423, 437, 438, 542, 546, 621, 622, 655, 658, 659]"
"[267, 326]","[203, 208, 210, 263, 605, 611, 621, 655, 658, 659]"
"[241, 295]","[239, 436, 437, 441, 442, 507, 517, 546]"
"[349, 367]","[387, 426, 429, 444, 446, 517, 557, 655, 659, 666, 700]"
"[231, 294]","[653, 678]"
[352],"[184, 196, 210, 438, 633, 640, 666, 671, 677, 678, 799]"
[165],"[184, 196, 210, 640, 677, 678, 799]"
[294],"[196, 210, 230, 422, 677, 678, 799]"
[271],"[652, 720]"
[271],[652]
[206],"[94, 430, 507, 769]"
"[247, 286, 383]","[85, 401, 490, 507, 519, 520, 524, 677, 718, 723]"
"[293, 337]","[28, 421, 666]"
[349],[421]
[312],[30]
[293],"[30, 666]"
[344],"[30, 658]"
"[208, 332]","[27, 30, 256, 263, 422, 423, 525, 544, 546, 622, 628, 649, 655, 666, 670, 677]"
[222],"[129, 323, 519, 533]"
[130],"[58, 519, 729]"
[94],"[442, 640, 659, 666, 677]"
[323],"[34, 425, 427, 429, 430, 442, 492, 575, 659, 666, 708]"
[376],"[208, 436, 437, 438, 508, 597, 604, 605, 659]"
"[217, 236]","[446, 517, 546, 655, 659, 700, 703, 705, 713, 775]"
"[217, 219, 236]","[427, 429, 430, 517, 547, 597, 659, 700, 705, 708, 710, 713]"
[217],"[517, 574, 587, 713]"
[217],"[659, 677, 705, 708, 713]"
[217],"[490, 547, 597, 699, 705, 713]"
"[274, 348, 367]","[425, 430, 444, 546, 597, 655, 659, 666]"
"[247, 348]","[517, 519, 524, 597, 605, 677, 705]"
[271],"[652, 720]"
"[62, 383]","[272, 451, 503, 556, 742, 758]"
[305],"[293, 345, 519, 521, 641, 700]"
"[348, 352, 367]","[427, 444, 556, 613, 700, 710, 741, 758]"
[290],"[61, 293, 341, 359, 444, 699, 700, 701, 758]"
"[126, 348]","[427, 429, 517, 519, 605, 677]"
[305],"[427, 521, 641, 710]"
[262],"[59, 599]"
[376],"[86, 546, 649, 651, 655, 666]"
[363],"[472, 474, 475, 478, 490, 496, 638, 654, 659]"
"[293, 337]","[28, 421, 666]"
"[103, 344]","[203, 323, 478, 517, 523, 546, 655, 659, 666, 677, 705, 708, 740, 769]"
[383],"[475, 490, 508]"
[363],[468]
[241],"[552, 640, 677]"
[325],"[472, 474, 475, 761]"
[354],"[640, 705]"
"[241, 286, 307]","[444, 605, 659]"
[306],"[441, 508, 633, 659, 723]"
"[241, 306]","[436, 507, 659]"
[241],"[436, 442, 444, 507, 659]"
"[203, 237]","[404, 442, 504, 507, 562, 638, 773]"
[306],"[196, 442, 449, 490, 605]"
[306],"[34, 436, 442, 483, 496, 507, 524, 625, 659, 723]"
[269],"[436, 508, 633, 659]"
[147],"[438, 439, 441, 442, 492, 626, 659]"
[369],"[438, 490, 546, 557, 563, 633, 666]"
[306],"[439, 633, 659]"
[306],"[465, 508, 633, 659]"
[308],"[425, 441, 504, 640, 659, 677, 688]"
"[241, 295, 306]","[303, 425, 436, 438, 478, 481, 490, 492, 498, 504, 507, 517, 640, 677]"
"[259, 328]",[695]
"[259, 315, 328]","[556, 659, 688, 694, 695]"
"[217, 274, 346, 348]","[427, 428, 437, 438, 517, 640, 659, 677]"
"[217, 236, 259]","[393, 436, 659, 700, 710]"
[206],"[99, 523, 589, 604]"
[291],"[37, 46, 150, 415, 472, 475, 508, 523, 654, 659, 677, 705]"
[363],"[85, 520, 523, 677]"
[314],"[523, 566]"
[292],"[523, 729]"
[198],"[106, 263, 523, 601, 677, 705]"
[165],"[99, 507, 605, 640]"
[363],"[103, 523, 677]"
[38],"[99, 501, 523, 529, 651]"
[363],"[159, 467, 514, 575]"
[363],"[467, 481, 490, 621]"
[363],"[490, 588]"
[283],"[467, 490, 492, 677]"
[198],"[106, 267, 427, 522, 523, 589, 677]"
[363],"[85, 523]"
[86],"[211, 323, 429, 523, 604, 641]"
[363],"[99, 516, 523, 611, 659, 677, 718]"
[14],"[478, 604, 666]"
[202],"[478, 604, 605, 655, 659]"
[306],"[196, 208, 468, 477, 478, 485, 490, 508, 519, 530, 605, 677, 718]"
[346],"[212, 478, 490, 504, 655, 659, 666, 677]"
[86],"[208, 425, 477, 478, 490, 546, 552, 604, 605, 655, 666, 677]"
[306],"[208, 296, 434, 475, 477, 478, 490, 496, 507, 508, 597, 677, 705]"
[363],"[208, 449, 475, 477, 478, 490, 508, 522, 523, 571, 606, 718, 784]"
[222],"[34, 36, 193, 197, 208, 212, 262, 394, 478, 485, 490, 508, 519, 522, 530, 546, 604, 605, 606, 625, 677, 718, 769]"
[363],"[212, 438, 444, 478, 604, 605, 625, 633, 655, 659]"
[211],"[85, 208, 253, 262, 429, 478, 485, 490, 496, 508, 525, 555, 557, 596, 604, 605, 659, 666, 677, 718]"
[363],"[477, 478, 485, 490, 508, 604]"
[125],"[478, 485, 498, 508, 705]"
[211],"[139, 239, 442, 444, 467, 478, 504, 654, 655, 666]"
[193],"[212, 256, 478, 480]"
"[241, 306, 363, 383]","[34, 425, 427, 428, 429, 434, 436, 438, 444, 446, 477, 478, 486, 490, 492, 496, 498, 503, 504, 636, 637, 659, 705]"
[165],"[67, 296, 478, 549, 652]"
[306],"[193, 478, 485, 606]"
"[357, 359]","[212, 449, 478, 546, 655]"
[38],"[99, 501, 523, 529, 651]"
[363],"[212, 438, 444, 478, 604, 605, 625, 633, 655, 659]"
[367],"[478, 666, 676, 799]"
[363],"[467, 481, 490, 621]"
[329],"[426, 427, 430, 434, 447, 478, 490, 574, 659, 677, 711, 729]"
[262],"[430, 475, 478, 490, 508, 571, 574, 758]"
[363],"[490, 588]"
[236],"[272, 425, 477, 478, 490, 546, 552, 659, 666, 677]"
"[262, 389]","[430, 438, 478, 490, 514, 554, 633, 659, 666, 763, 777]"
[80],"[478, 490]"
[198],"[106, 267, 427, 522, 523, 589, 677]"
[363],"[478, 498, 659]"
[363],"[196, 477, 478, 485, 604, 769]"
"[57, 208, 211]","[208, 434, 441, 442, 478, 490, 508, 546, 655]"
[274],"[212, 478, 490, 504, 611, 641, 655, 659, 677]"
"[253, 367, 389]","[436, 442, 475, 478, 490, 492, 503, 507, 508, 557, 700, 801]"
[306],"[34, 196, 197, 438, 477, 478, 490, 546, 604, 633, 655, 677, 723]"
[106],"[275, 427, 429, 478, 546, 604, 640, 655, 659, 677, 691]"
[363],"[477, 478, 485, 508, 604, 611, 677]"
[222],"[301, 425, 477, 478, 490, 546, 552, 655]"
[293],"[212, 275, 478, 525, 649, 666, 691]"
[156],"[73, 159, 444, 477, 478, 641]"
[286],"[159, 444, 477, 478, 641]"
"[222, 247]","[131, 477, 478, 490, 504, 729]"
[106],"[138, 276, 387, 426, 427, 430, 478, 490, 504, 641, 659, 677, 729, 763]"
[308],"[276, 430, 446, 449, 475, 478, 571, 641, 659, 729, 763]"
[262],"[184, 427, 430, 434, 447, 475, 478, 729, 758]"
[133],"[36, 212, 425, 441, 446, 477, 478, 504, 546, 604, 605, 621, 659, 666, 677]"
[14],"[131, 477, 478, 481, 490, 605, 611, 659, 666]"
[363],"[444, 446, 478, 496, 498, 546, 659, 666, 723]"
[131],"[387, 427, 430, 475, 478, 575, 659, 677]"
[222],"[478, 490, 546, 655, 659, 666]"
"[130, 241, 286, 306, 357, 363]","[34, 478, 490, 496, 498, 507, 508, 546, 655, 659, 666, 718, 723]"
[241],"[439, 442, 478, 485, 605, 638, 655, 659]"
[369],"[434, 438, 478, 490, 508, 546, 659]"
[309],"[147, 430, 434, 475, 478, 483, 597, 705, 708, 775]"
[246],"[323, 478, 516, 517, 640, 659, 677]"
[367],"[478, 666, 676, 799]"
[309],"[147, 430, 478, 508, 597, 705, 708]"
[329],"[434, 478, 490, 546, 655, 666]"
[262],"[430, 475, 478, 490, 508, 571, 574, 758]"
[308],"[276, 430, 446, 449, 475, 478, 571, 641, 659, 729, 763]"
[389],"[426, 427, 429, 441, 478, 557, 589, 604, 625, 659, 677]"
[198],"[99, 110, 427, 429, 478, 514, 557, 604, 655, 763]"
[306],"[34, 193, 266, 434, 436, 439, 441, 442, 478, 490, 492, 507, 508, 546, 659, 666, 718, 723]"
[133],"[36, 212, 425, 441, 446, 477, 478, 504, 546, 604, 605, 621, 659, 666, 677]"
"[193, 286, 306]","[66, 423, 436, 442, 477, 478, 490, 492, 537, 604, 666, 718, 723, 745]"
[363],"[478, 574, 655, 666, 729]"
[330],"[34, 39, 79, 423, 436, 437, 438, 439, 449, 477, 478, 490, 492, 494, 507, 508, 546, 605, 638, 718, 723]"
